SpaceID,EventTime_UTC,OccupancyState
CB1375,07/23/2019 02:22:04 PM,OCCUPIED
CB19,07/23/2019 02:21:50 PM,VACANT
HO72A,07/23/2019 02:21:40 PM,OCCUPIED
CC1412,07/23/2019 02:20:55 PM,OCCUPIED
CT53,07/23/2019 02:20:44 PM,OCCUPIED
CB2115,07/23/2019 02:20:42 PM,OCCUPIED
WV512,07/23/2019 02:20:32 PM,OCCUPIED
LT287,07/23/2019 02:20:32 PM,OCCUPIED
WV667,07/23/2019 02:20:17 PM,OCCUPIED
CC3,07/23/2019 02:19:45 PM,OCCUPIED
WV21,07/23/2019 02:19:39 PM,OCCUPIED
HO538A,07/23/2019 02:19:37 PM,OCCUPIED
CB3006A,07/23/2019 02:19:30 PM,OCCUPIED
HO519,07/23/2019 02:19:14 PM,VACANT
WV266,07/23/2019 02:18:55 PM,OCCUPIED
CT238,07/23/2019 02:18:52 PM,OCCUPIED
CT15,07/23/2019 02:18:52 PM,OCCUPIED
CC760,07/23/2019 02:18:42 PM,OCCUPIED
CC905,07/23/2019 02:18:35 PM,OCCUPIED
CB4273,07/23/2019 02:18:25 PM,OCCUPIED
CC1267A,07/23/2019 02:18:13 PM,OCCUPIED
CT575,07/23/2019 02:18:06 PM,OCCUPIED
CB3669,07/23/2019 02:17:48 PM,OCCUPIED
CB1018,07/23/2019 02:17:26 PM,OCCUPIED
WV125,07/23/2019 02:17:13 PM,OCCUPIED
CC282,07/23/2019 02:17:03 PM,OCCUPIED
CB1232A,07/23/2019 02:16:43 PM,OCCUPIED
SV118,07/23/2019 02:16:17 PM,OCCUPIED
CB3802,07/23/2019 02:16:13 PM,OCCUPIED
CB1655,07/23/2019 02:15:46 PM,OCCUPIED
CB2256,07/23/2019 02:15:36 PM,OCCUPIED
HO677A,07/23/2019 02:15:09 PM,VACANT
WV582,07/23/2019 02:15:01 PM,OCCUPIED
CB2201,07/23/2019 02:14:37 PM,VACANT
CC798,07/23/2019 02:14:18 PM,VACANT
HO188,07/23/2019 02:14:03 PM,OCCUPIED
WV584,07/23/2019 02:13:54 PM,OCCUPIED
LT398,07/23/2019 02:13:46 PM,OCCUPIED
CC757,07/23/2019 02:13:20 PM,VACANT
CC1169,07/23/2019 02:13:17 PM,OCCUPIED
WV127,07/23/2019 02:12:59 PM,OCCUPIED
CB1405,07/23/2019 02:12:51 PM,OCCUPIED
CB2401,07/23/2019 02:12:44 PM,OCCUPIED
CB2203,07/23/2019 02:12:43 PM,VACANT
HO678A,07/23/2019 02:12:37 PM,OCCUPIED
ED799,07/23/2019 02:12:10 PM,OCCUPIED
SV606,07/23/2019 02:12:00 PM,OCCUPIED
CB692A,07/23/2019 02:11:42 PM,OCCUPIED
CB1607,07/23/2019 02:11:33 PM,VACANT
HO255,07/23/2019 02:11:19 PM,VACANT
CB3497,07/23/2019 02:11:02 PM,OCCUPIED
CC1518,07/23/2019 02:10:32 PM,OCCUPIED
ED214,07/23/2019 02:10:16 PM,OCCUPIED
ED207,07/23/2019 02:10:11 PM,OCCUPIED
WV573,07/23/2019 02:10:10 PM,OCCUPIED
CC759,07/23/2019 02:10:09 PM,OCCUPIED
CC845,07/23/2019 02:09:46 PM,OCCUPIED
HO267,07/23/2019 02:09:32 PM,OCCUPIED
WP102,07/23/2019 02:09:30 PM,VACANT
CB3254,07/23/2019 02:09:29 PM,OCCUPIED
ED612,07/23/2019 02:08:52 PM,OCCUPIED
WV235,07/23/2019 02:08:50 PM,OCCUPIED
CB1391,07/23/2019 02:08:47 PM,OCCUPIED
WV263,07/23/2019 02:08:29 PM,OCCUPIED
CT25,07/23/2019 02:08:19 PM,OCCUPIED
HO265,07/23/2019 02:08:16 PM,VACANT
WV575,07/23/2019 02:08:10 PM,OCCUPIED
WV670,07/23/2019 02:08:09 PM,OCCUPIED
CB4046,07/23/2019 02:08:08 PM,OCCUPIED
CT391,07/23/2019 02:07:58 PM,VACANT
CT425,07/23/2019 02:07:54 PM,OCCUPIED
WV230,07/23/2019 02:07:39 PM,OCCUPIED
SV203,07/23/2019 02:07:29 PM,VACANT
CC314,07/23/2019 02:07:21 PM,OCCUPIED
CB687,07/23/2019 02:07:18 PM,VACANT
LT479,07/23/2019 02:07:09 PM,VACANT
CT16,07/23/2019 02:07:00 PM,VACANT
ED228,07/23/2019 02:06:26 PM,VACANT
CC1570,07/23/2019 02:06:22 PM,OCCUPIED
WV84,07/23/2019 02:05:28 PM,OCCUPIED
CB1032A,07/23/2019 02:05:26 PM,OCCUPIED
CC1271,07/23/2019 02:05:21 PM,OCCUPIED
CT73A,07/23/2019 02:05:13 PM,OCCUPIED
CC1420,07/23/2019 02:04:54 PM,OCCUPIED
CC1620,07/23/2019 02:04:50 PM,OCCUPIED
CC1430,07/23/2019 02:04:27 PM,OCCUPIED
ED681,07/23/2019 02:04:00 PM,OCCUPIED
CT589,07/23/2019 02:03:48 PM,OCCUPIED
CC1618,07/23/2019 02:03:36 PM,OCCUPIED
CB4474,07/23/2019 02:03:12 PM,VACANT
CB3780,07/23/2019 02:03:09 PM,OCCUPIED
LT72,07/23/2019 02:02:58 PM,OCCUPIED
CC883,07/23/2019 02:02:47 PM,OCCUPIED
CB1136,07/23/2019 02:02:29 PM,OCCUPIED
CB4455,07/23/2019 02:02:23 PM,OCCUPIED
CT318,07/23/2019 02:02:19 PM,VACANT
CC832,07/23/2019 02:02:18 PM,OCCUPIED
CC842,07/23/2019 02:02:17 PM,OCCUPIED
CB1764,07/23/2019 02:02:15 PM,VACANT
CB1350,07/23/2019 02:02:12 PM,VACANT
CB2503,07/23/2019 02:02:10 PM,VACANT
WV80,07/23/2019 02:01:48 PM,OCCUPIED
66183,07/23/2019 02:01:39 PM,VACANT
CT148,07/23/2019 02:01:22 PM,OCCUPIED
WV252,07/23/2019 02:01:08 PM,OCCUPIED
WV226,07/23/2019 02:01:06 PM,OCCUPIED
CC764,07/23/2019 02:00:58 PM,OCCUPIED
WV499,07/23/2019 02:00:43 PM,OCCUPIED
CC763,07/23/2019 02:00:25 PM,OCCUPIED
HO597,07/23/2019 02:00:20 PM,OCCUPIED
CC314A,07/23/2019 02:00:12 PM,OCCUPIED
HO219,07/23/2019 02:00:07 PM,VACANT
CB3492,07/23/2019 01:59:51 PM,OCCUPIED
CB2215,07/23/2019 01:59:39 PM,OCCUPIED
CB599,07/23/2019 01:59:33 PM,OCCUPIED
CB1387,07/23/2019 01:59:02 PM,OCCUPIED
CB132,07/23/2019 01:58:48 PM,OCCUPIED
CC812,07/23/2019 01:58:35 PM,OCCUPIED
LT119,07/23/2019 01:58:31 PM,OCCUPIED
CB3235,07/23/2019 01:58:23 PM,OCCUPIED
WV479,07/23/2019 01:57:56 PM,OCCUPIED
CC377,07/23/2019 01:57:49 PM,VACANT
CC1084,07/23/2019 01:57:39 PM,OCCUPIED
WV60,07/23/2019 01:57:37 PM,OCCUPIED
WV127A,07/23/2019 01:57:33 PM,OCCUPIED
CC799,07/23/2019 01:57:27 PM,OCCUPIED
CB1132,07/23/2019 01:57:19 PM,OCCUPIED
CT585,07/23/2019 01:56:57 PM,VACANT
CB4313,07/23/2019 01:56:56 PM,OCCUPIED
CB4450,07/23/2019 01:56:48 PM,VACANT
WP95,07/23/2019 01:56:41 PM,VACANT
CB1200,07/23/2019 01:56:38 PM,VACANT
CC1220A,07/23/2019 01:56:20 PM,OCCUPIED
CB2596,07/23/2019 01:56:13 PM,OCCUPIED
CB2963,07/23/2019 01:55:29 PM,OCCUPIED
WP96,07/23/2019 01:55:11 PM,VACANT
CB1348,07/23/2019 01:55:09 PM,OCCUPIED
CT399,07/23/2019 01:55:02 PM,OCCUPIED
CB4502,07/23/2019 01:54:53 PM,VACANT
CC1117,07/23/2019 01:54:36 PM,OCCUPIED
CC766,07/23/2019 01:54:33 PM,OCCUPIED
CB3922,07/23/2019 01:54:27 PM,OCCUPIED
CB3955A,07/23/2019 01:54:09 PM,OCCUPIED
CT74,07/23/2019 01:53:59 PM,OCCUPIED
WV669,07/23/2019 01:53:50 PM,OCCUPIED
WV238,07/23/2019 01:53:50 PM,OCCUPIED
CB1120A,07/23/2019 01:53:42 PM,OCCUPIED
CT23,07/23/2019 01:53:42 PM,OCCUPIED
CC245,07/23/2019 01:53:30 PM,VACANT
CB919,07/23/2019 01:52:49 PM,OCCUPIED
WP158,07/23/2019 01:52:40 PM,VACANT
CC293H,07/23/2019 01:52:22 PM,OCCUPIED
WV214,07/23/2019 01:52:16 PM,OCCUPIED
SV364,07/23/2019 01:52:04 PM,VACANT
CC804,07/23/2019 01:51:56 PM,OCCUPIED
CB2687,07/23/2019 01:51:52 PM,OCCUPIED
LT201A,07/23/2019 01:51:44 PM,VACANT
SV607,07/23/2019 01:51:39 PM,OCCUPIED
CB1112,07/23/2019 01:51:33 PM,OCCUPIED
CB936,07/23/2019 01:51:18 PM,OCCUPIED
CC829,07/23/2019 01:50:53 PM,OCCUPIED
CB4045,07/23/2019 01:50:41 PM,VACANT
LT238,07/23/2019 01:50:22 PM,OCCUPIED
SV137,07/23/2019 01:50:13 PM,VACANT
CB1331,07/23/2019 01:50:07 PM,OCCUPIED
CB1325,07/23/2019 01:49:49 PM,OCCUPIED
CC907,07/23/2019 01:49:45 PM,OCCUPIED
CC822,07/23/2019 01:49:41 PM,OCCUPIED
WV270,07/23/2019 01:49:38 PM,OCCUPIED
CC900,07/23/2019 01:49:26 PM,OCCUPIED
CC18,07/23/2019 01:49:14 PM,OCCUPIED
CC852,07/23/2019 01:49:07 PM,OCCUPIED
CC315,07/23/2019 01:48:58 PM,OCCUPIED
LT114,07/23/2019 01:48:57 PM,OCCUPIED
ED594A,07/23/2019 01:48:42 PM,OCCUPIED
CB3940,07/23/2019 01:48:36 PM,OCCUPIED
CB1543,07/23/2019 01:48:24 PM,OCCUPIED
HO599,07/23/2019 01:48:21 PM,OCCUPIED
ED594B,07/23/2019 01:48:16 PM,OCCUPIED
CT74A,07/23/2019 01:47:59 PM,OCCUPIED
WV296,07/23/2019 01:47:20 PM,OCCUPIED
LT47,07/23/2019 01:47:19 PM,OCCUPIED
CB3873,07/23/2019 01:47:18 PM,VACANT
CC828,07/23/2019 01:46:51 PM,OCCUPIED
CC1556,07/23/2019 01:46:50 PM,OCCUPIED
CB18,07/23/2019 01:46:42 PM,OCCUPIED
CC792,07/23/2019 01:46:38 PM,OCCUPIED
WV585,07/23/2019 01:46:37 PM,OCCUPIED
CC876,07/23/2019 01:46:32 PM,OCCUPIED
CB2239,07/23/2019 01:46:31 PM,OCCUPIED
CB4473,07/23/2019 01:46:26 PM,OCCUPIED
CC1417,07/23/2019 01:46:08 PM,OCCUPIED
V69,07/23/2019 01:46:08 PM,OCCUPIED
CT582,07/23/2019 01:46:02 PM,VACANT
CT584,07/23/2019 01:45:58 PM,VACANT
LT113,07/23/2019 01:45:45 PM,OCCUPIED
CT581,07/23/2019 01:45:43 PM,VACANT
LT162,07/23/2019 01:45:29 PM,OCCUPIED
CB128,07/23/2019 01:45:02 PM,OCCUPIED
CB3490,07/23/2019 01:44:59 PM,VACANT
WV615,07/23/2019 01:44:59 PM,OCCUPIED
CB1117,07/23/2019 01:44:52 PM,VACANT
CB1133,07/23/2019 01:44:43 PM,OCCUPIED
CT578,07/23/2019 01:44:38 PM,VACANT
CB1132A,07/23/2019 01:44:10 PM,OCCUPIED
CB2971,07/23/2019 01:44:04 PM,VACANT
CB142,07/23/2019 01:43:48 PM,OCCUPIED
CT427,07/23/2019 01:43:43 PM,OCCUPIED
LT203A,07/23/2019 01:43:39 PM,OCCUPIED
CB3816,07/23/2019 01:43:02 PM,OCCUPIED
CC827,07/23/2019 01:42:59 PM,OCCUPIED
CC793,07/23/2019 01:42:43 PM,OCCUPIED
LT172,07/23/2019 01:42:41 PM,OCCUPIED
WV155A,07/23/2019 01:42:35 PM,OCCUPIED
CB3507,07/23/2019 01:42:27 PM,OCCUPIED
CB4487,07/23/2019 01:42:25 PM,OCCUPIED
CC791,07/23/2019 01:42:07 PM,OCCUPIED
CB595,07/23/2019 01:41:48 PM,VACANT
CB2152,07/23/2019 01:40:53 PM,VACANT
LT171,07/23/2019 01:40:44 PM,OCCUPIED
CB1352,07/23/2019 01:40:32 PM,OCCUPIED
LT252,07/23/2019 01:40:18 PM,VACANT
HO61,07/23/2019 01:40:17 PM,VACANT
CB1114,07/23/2019 01:40:10 PM,OCCUPIED
CB1347,07/23/2019 01:39:22 PM,VACANT
CB3248,07/23/2019 01:39:19 PM,VACANT
LT81,07/23/2019 01:39:19 PM,OCCUPIED
LT30,07/23/2019 01:39:14 PM,VACANT
CB811,07/23/2019 01:39:06 PM,VACANT
CB1486,07/23/2019 01:39:02 PM,OCCUPIED
CT75A,07/23/2019 01:38:56 PM,OCCUPIED
CC858,07/23/2019 01:38:55 PM,OCCUPIED
CC845A,07/23/2019 01:38:45 PM,OCCUPIED
CB1345,07/23/2019 01:38:45 PM,OCCUPIED
CC771,07/23/2019 01:38:44 PM,OCCUPIED
CC1336,07/23/2019 01:38:38 PM,OCCUPIED
CC797A,07/23/2019 01:38:34 PM,OCCUPIED
WP154,07/23/2019 01:38:33 PM,VACANT
WV239,07/23/2019 01:38:27 PM,OCCUPIED
CT293,07/23/2019 01:38:27 PM,OCCUPIED
CB1047,07/23/2019 01:38:22 PM,OCCUPIED
CB120,07/23/2019 01:38:14 PM,OCCUPIED
WV119,07/23/2019 01:37:36 PM,OCCUPIED
WV221,07/23/2019 01:37:24 PM,OCCUPIED
CB813,07/23/2019 01:37:22 PM,VACANT
CB650,07/23/2019 01:37:13 PM,OCCUPIED
CB1804,07/23/2019 01:36:53 PM,OCCUPIED
CT75,07/23/2019 01:36:46 PM,OCCUPIED
CB2922A,07/23/2019 01:36:36 PM,OCCUPIED
CC1175,07/23/2019 01:36:25 PM,OCCUPIED
CC790,07/23/2019 01:36:24 PM,OCCUPIED
CB1356,07/23/2019 01:36:14 PM,OCCUPIED
CB812,07/23/2019 01:36:12 PM,OCCUPIED
WP71,07/23/2019 01:36:05 PM,VACANT
HO514,07/23/2019 01:36:01 PM,VACANT
CC788,07/23/2019 01:35:53 PM,OCCUPIED
CB1153,07/23/2019 01:34:59 PM,OCCUPIED
CB1396A,07/23/2019 01:34:24 PM,OCCUPIED
HO277A,07/23/2019 01:34:23 PM,OCCUPIED
WV216,07/23/2019 01:34:19 PM,OCCUPIED
HO257,07/23/2019 01:33:58 PM,VACANT
CC795,07/23/2019 01:33:38 PM,OCCUPIED
HO601,07/23/2019 01:33:37 PM,VACANT
CB1189A,07/23/2019 01:33:17 PM,VACANT
HO602,07/23/2019 01:31:45 PM,OCCUPIED
CB1231,07/23/2019 01:31:42 PM,OCCUPIED
CB1405A,07/23/2019 01:31:15 PM,OCCUPIED
CB3029,07/23/2019 01:31:12 PM,VACANT
CB1179,07/23/2019 01:31:10 PM,OCCUPIED
CB3001,07/23/2019 01:30:21 PM,OCCUPIED
WV240,07/23/2019 01:29:41 PM,OCCUPIED
CC1613,07/23/2019 01:29:24 PM,OCCUPIED
HO65,07/23/2019 01:29:07 PM,OCCUPIED
WV48,07/23/2019 01:28:45 PM,OCCUPIED
CB992,07/23/2019 01:28:03 PM,OCCUPIED
CB1343,07/23/2019 01:27:25 PM,OCCUPIED
CC1276,07/23/2019 01:27:25 PM,OCCUPIED
CB3000,07/23/2019 01:27:22 PM,OCCUPIED
CC823,07/23/2019 01:26:51 PM,OCCUPIED
LT35,07/23/2019 01:26:48 PM,VACANT
CC1423A,07/23/2019 01:26:40 PM,OCCUPIED
CB1046,07/23/2019 01:26:35 PM,OCCUPIED
CB59,07/23/2019 01:26:35 PM,OCCUPIED
CC1177,07/23/2019 01:26:13 PM,OCCUPIED
WV7,07/23/2019 01:26:11 PM,OCCUPIED
CC1268A,07/23/2019 01:26:05 PM,OCCUPIED
CC1563,07/23/2019 01:26:01 PM,VACANT
WV261,07/23/2019 01:25:58 PM,OCCUPIED
CB1037,07/23/2019 01:25:50 PM,OCCUPIED
WV251,07/23/2019 01:25:17 PM,OCCUPIED
CB1033,07/23/2019 01:24:58 PM,OCCUPIED
CB646,07/23/2019 01:24:45 PM,VACANT
CB1431,07/23/2019 01:24:30 PM,OCCUPIED
61322,07/23/2019 01:23:21 PM,OCCUPIED
CB3018,07/23/2019 01:23:14 PM,VACANT
CC839,07/23/2019 01:23:12 PM,OCCUPIED
WV662,07/23/2019 01:21:57 PM,OCCUPIED
CB2743,07/23/2019 01:21:51 PM,OCCUPIED
CB3498,07/23/2019 01:20:50 PM,OCCUPIED
CB1116,07/23/2019 01:20:38 PM,OCCUPIED
CB3687,07/23/2019 01:19:56 PM,OCCUPIED
CB1200A,07/23/2019 01:19:48 PM,OCCUPIED
CB1237A,07/23/2019 01:19:43 PM,OCCUPIED
CC1603,07/23/2019 01:19:39 PM,OCCUPIED
CB1844,07/23/2019 01:19:33 PM,OCCUPIED
CB576,07/23/2019 01:19:02 PM,OCCUPIED
CB2817,07/23/2019 01:18:00 PM,OCCUPIED
WV491,07/23/2019 01:17:48 PM,OCCUPIED
CC783,07/23/2019 01:17:40 PM,OCCUPIED
CC798A,07/23/2019 01:17:29 PM,OCCUPIED
CB1859,07/23/2019 01:17:24 PM,OCCUPIED
WV162,07/23/2019 01:17:21 PM,OCCUPIED
CC19,07/23/2019 01:17:17 PM,OCCUPIED
CC246,07/23/2019 01:17:10 PM,OCCUPIED
CB3929B,07/23/2019 01:17:04 PM,VACANT
CC316,07/23/2019 01:17:02 PM,OCCUPIED
CB4311,07/23/2019 01:17:01 PM,OCCUPIED
SV743,07/23/2019 01:16:56 PM,VACANT
CB3591,07/23/2019 01:16:53 PM,OCCUPIED
CB1036,07/23/2019 01:16:41 PM,OCCUPIED
CB1154,07/23/2019 01:16:34 PM,OCCUPIED
CC529,07/23/2019 01:16:24 PM,OCCUPIED
CB1241,07/23/2019 01:14:42 PM,OCCUPIED
WV242,07/23/2019 01:14:24 PM,OCCUPIED
HO7,07/23/2019 01:14:06 PM,VACANT
CB695,07/23/2019 01:14:01 PM,VACANT
CC1557,07/23/2019 01:13:59 PM,OCCUPIED
HO76A,07/23/2019 01:13:36 PM,VACANT
CB2970A,07/23/2019 01:13:33 PM,OCCUPIED
WV248,07/23/2019 01:13:31 PM,OCCUPIED
WV71,07/23/2019 01:13:27 PM,OCCUPIED
CB991,07/23/2019 01:13:26 PM,VACANT
CB1059,07/23/2019 01:13:00 PM,VACANT
CT76,07/23/2019 01:12:57 PM,OCCUPIED
WV502,07/23/2019 01:12:32 PM,OCCUPIED
WV259,07/23/2019 01:12:19 PM,OCCUPIED
LZ126,07/23/2019 01:11:11 PM,UNKNOWN
CB2904,07/23/2019 01:10:59 PM,VACANT
CB1471,07/23/2019 01:10:41 PM,OCCUPIED
CC280,07/23/2019 01:10:38 PM,OCCUPIED
WV405,07/23/2019 01:10:35 PM,OCCUPIED
CB156A,07/23/2019 01:10:18 PM,OCCUPIED
CB4318,07/23/2019 01:09:24 PM,OCCUPIED
CC824,07/23/2019 01:09:24 PM,OCCUPIED
CC819,07/23/2019 01:09:10 PM,OCCUPIED
CC1505,07/23/2019 01:08:34 PM,OCCUPIED
SV396,07/23/2019 01:08:21 PM,OCCUPIED
CC784,07/23/2019 01:08:16 PM,VACANT
61440,07/23/2019 01:08:03 PM,OCCUPIED
CC27,07/23/2019 01:07:54 PM,OCCUPIED
CB1812,07/23/2019 01:07:47 PM,OCCUPIED
WV492,07/23/2019 01:06:59 PM,OCCUPIED
CB2816,07/23/2019 01:06:47 PM,OCCUPIED
CB1240,07/23/2019 01:06:37 PM,OCCUPIED
CB1239,07/23/2019 01:06:09 PM,OCCUPIED
CC774,07/23/2019 01:04:36 PM,OCCUPIED
CB4319,07/23/2019 01:04:10 PM,OCCUPIED
CB2603,07/23/2019 01:04:05 PM,OCCUPIED
CC26,07/23/2019 01:04:01 PM,OCCUPIED
CT76A,07/23/2019 01:03:58 PM,OCCUPIED
SV39,07/23/2019 01:02:49 PM,VACANT
CB1111,07/23/2019 01:02:28 PM,OCCUPIED
WV169,07/23/2019 01:02:26 PM,OCCUPIED
CB1658,07/23/2019 01:02:21 PM,OCCUPIED
CC293,07/23/2019 01:02:07 PM,VACANT
WV71A,07/23/2019 01:01:29 PM,OCCUPIED
CC785,07/23/2019 01:00:53 PM,OCCUPIED
CB2598,07/23/2019 01:00:52 PM,OCCUPIED
CB4310,07/23/2019 01:00:50 PM,OCCUPIED
CB690,07/23/2019 01:00:20 PM,VACANT
CB4403,07/23/2019 12:59:50 PM,VACANT
CB17,07/23/2019 12:59:45 PM,OCCUPIED
WV121,07/23/2019 12:59:43 PM,OCCUPIED
CC796,07/23/2019 12:58:45 PM,OCCUPIED
CB4320,07/23/2019 12:58:43 PM,OCCUPIED
LT203,07/23/2019 12:58:43 PM,OCCUPIED
SV742A,07/23/2019 12:58:15 PM,VACANT
SV716,07/23/2019 12:57:24 PM,VACANT
CB1034,07/23/2019 12:56:54 PM,OCCUPIED
CB1326,07/23/2019 12:56:49 PM,OCCUPIED
CB2939A,07/23/2019 12:56:32 PM,VACANT
CB1741,07/23/2019 12:56:32 PM,OCCUPIED
CB937,07/23/2019 12:56:25 PM,OCCUPIED
LT427A,07/23/2019 12:56:22 PM,VACANT
CB719A,07/23/2019 12:55:54 PM,OCCUPIED
WV611,07/23/2019 12:55:06 PM,OCCUPIED
CB993,07/23/2019 12:54:01 PM,OCCUPIED
CC796A,07/23/2019 12:52:51 PM,OCCUPIED
CC1508,07/23/2019 12:51:43 PM,OCCUPIED
66174,07/23/2019 12:50:53 PM,OCCUPIED
CC1176,07/23/2019 12:50:44 PM,OCCUPIED
CC776,07/23/2019 12:50:27 PM,OCCUPIED
SV646,07/23/2019 12:50:22 PM,VACANT
CB1389,07/23/2019 12:50:15 PM,OCCUPIED
CB3479,07/23/2019 12:49:56 PM,VACANT
WV156,07/23/2019 12:49:51 PM,OCCUPIED
CB3688,07/23/2019 12:49:51 PM,VACANT
WV161,07/23/2019 12:49:41 PM,OCCUPIED
LT426A,07/23/2019 12:49:24 PM,OCCUPIED
CC779,07/23/2019 12:49:22 PM,OCCUPIED
CT317,07/23/2019 12:49:02 PM,VACANT
CC814,07/23/2019 12:48:43 PM,OCCUPIED
LT179,07/23/2019 12:48:37 PM,OCCUPIED
CC794,07/23/2019 12:48:30 PM,OCCUPIED
LT239,07/23/2019 12:48:19 PM,OCCUPIED
CC318,07/23/2019 12:47:51 PM,OCCUPIED
WV154,07/23/2019 12:47:50 PM,OCCUPIED
CB1034A,07/23/2019 12:47:03 PM,OCCUPIED
HO991,07/23/2019 12:47:00 PM,VACANT
CB3480,07/23/2019 12:45:26 PM,OCCUPIED
CB916,07/23/2019 12:45:20 PM,OCCUPIED
CB3489,07/23/2019 12:45:09 PM,VACANT
WV260,07/23/2019 12:44:01 PM,OCCUPIED
CB1403,07/23/2019 12:43:35 PM,OCCUPIED
WV10,07/23/2019 12:43:13 PM,OCCUPIED
CB1385,07/23/2019 12:42:36 PM,OCCUPIED
CC778,07/23/2019 12:42:31 PM,OCCUPIED
WV154A,07/23/2019 12:42:18 PM,OCCUPIED
CB2538,07/23/2019 12:42:14 PM,VACANT
CC1172,07/23/2019 12:42:08 PM,OCCUPIED
CC851,07/23/2019 12:42:06 PM,VACANT
CB1327,07/23/2019 12:41:34 PM,OCCUPIED
CB3956,07/23/2019 12:41:29 PM,OCCUPIED
V101,07/23/2019 12:40:57 PM,OCCUPIED
CC1155,07/23/2019 12:40:47 PM,OCCUPIED
WV509,07/23/2019 12:39:40 PM,VACANT
CC799A,07/23/2019 12:39:14 PM,OCCUPIED
CC28,07/23/2019 12:38:54 PM,VACANT
CB994,07/23/2019 12:38:42 PM,OCCUPIED
CC816A,07/23/2019 12:38:06 PM,VACANT
WV341,07/23/2019 12:37:43 PM,OCCUPIED
CC1411,07/23/2019 12:37:21 PM,OCCUPIED
HO1A,07/23/2019 12:37:15 PM,VACANT
CB2646,07/23/2019 12:35:38 PM,OCCUPIED
CC1173,07/23/2019 12:34:00 PM,OCCUPIED
LT325,07/23/2019 12:32:54 PM,OCCUPIED
LT324,07/23/2019 12:32:49 PM,OCCUPIED
WV155,07/23/2019 12:32:32 PM,OCCUPIED
CC1278,07/23/2019 12:32:08 PM,OCCUPIED
HO578,07/23/2019 12:30:29 PM,VACANT
WV416,07/23/2019 12:29:37 PM,OCCUPIED
CB1470,07/23/2019 12:28:31 PM,OCCUPIED
CB1238,07/23/2019 12:27:28 PM,OCCUPIED
CB1320A,07/23/2019 12:26:58 PM,OCCUPIED
CB928,07/23/2019 12:26:05 PM,OCCUPIED
CC17,07/23/2019 12:25:11 PM,OCCUPIED
WV513,07/23/2019 12:25:03 PM,VACANT
WV157,07/23/2019 12:24:44 PM,OCCUPIED
CC1180,07/23/2019 12:22:18 PM,OCCUPIED
WV609,07/23/2019 12:21:57 PM,VACANT
CB1121,07/23/2019 12:21:39 PM,OCCUPIED
CB3169,07/23/2019 12:19:55 PM,OCCUPIED
WV9,07/23/2019 12:19:40 PM,OCCUPIED
WV519A,07/23/2019 12:19:21 PM,OCCUPIED
WP108,07/23/2019 12:17:18 PM,VACANT
61215,07/23/2019 12:17:17 PM,VACANT
WV6,07/23/2019 12:16:50 PM,OCCUPIED
CC2,07/23/2019 12:16:03 PM,OCCUPIED
CB2279,07/23/2019 12:16:00 PM,OCCUPIED
CB2608,07/23/2019 12:15:36 PM,OCCUPIED
CB3914,07/23/2019 12:14:27 PM,OCCUPIED
CB661A,07/23/2019 12:13:25 PM,VACANT
CB3478,07/23/2019 12:13:09 PM,OCCUPIED
CC372,07/23/2019 12:10:52 PM,OCCUPIED
CC293C,07/23/2019 12:09:54 PM,OCCUPIED
CB1237,07/23/2019 12:09:40 PM,OCCUPIED
CB1748,07/23/2019 12:08:33 PM,VACANT
CC1174,07/23/2019 12:07:28 PM,OCCUPIED
CC1277,07/23/2019 12:07:12 PM,OCCUPIED
CC244,07/23/2019 12:06:31 PM,OCCUPIED
CC242,07/23/2019 12:06:25 PM,OCCUPIED
CC878,07/23/2019 12:06:16 PM,OCCUPIED
CB1472,07/23/2019 12:06:00 PM,OCCUPIED
WV610,07/23/2019 12:05:56 PM,OCCUPIED
CC320,07/23/2019 12:05:01 PM,OCCUPIED
CC388,07/23/2019 12:04:17 PM,OCCUPIED
CT498,07/23/2019 12:04:07 PM,OCCUPIED
CC530,07/23/2019 12:02:17 PM,OCCUPIED
CB1261,07/23/2019 12:01:30 PM,OCCUPIED
WV494,07/23/2019 12:01:26 PM,OCCUPIED
CC241,07/23/2019 12:00:58 PM,OCCUPIED
CC1614,07/23/2019 12:00:07 PM,OCCUPIED
CB995,07/23/2019 11:59:51 AM,OCCUPIED
CB3939,07/23/2019 11:59:43 AM,OCCUPIED
CB1224,07/23/2019 11:59:41 AM,OCCUPIED
WV31,07/23/2019 11:59:30 AM,OCCUPIED
CC1277A,07/23/2019 11:59:28 AM,OCCUPIED
LT164A,07/23/2019 11:59:12 AM,OCCUPIED
CB938,07/23/2019 11:57:56 AM,OCCUPIED
LT242,07/23/2019 11:57:26 AM,VACANT
HO81,07/23/2019 11:56:48 AM,OCCUPIED
CC321A,07/23/2019 11:56:33 AM,VACANT
CB1119,07/23/2019 11:56:06 AM,OCCUPIED
WV258,07/23/2019 11:53:59 AM,OCCUPIED
CB996,07/23/2019 11:52:09 AM,OCCUPIED
CC21,07/23/2019 11:50:33 AM,OCCUPIED
CB1063,07/23/2019 11:49:29 AM,OCCUPIED
CB3571,07/23/2019 11:48:43 AM,OCCUPIED
WV518A,07/23/2019 11:48:40 AM,OCCUPIED
CC1266,07/23/2019 11:48:01 AM,OCCUPIED
CC1220,07/23/2019 11:46:41 AM,VACANT
